nameLower,Month,County.Code,City.Name,PM,CN,meanAllTime,lr_op,TAVG,AWND,PRCP,T
columbus,141,87,Columbus,11.55,Columbus,12.844387401271304,1,18.69,2.9,166.3,0
columbus,142,87,Columbus,8.02,Columbus,12.844387401271304,1,12.56,3,93.6,0
columbus,143,87,Columbus,10.133333333333333,Columbus,12.844387401271304,1,9.3,4.3,121.2,0
columbus,144,87,Columbus,11.38,Columbus,12.844387401271304,1,3.86,3.3,138.3,0
columbus,145,87,Columbus,11.08,Columbus,12.844387401271304,1,0.92,4.5,97.1,0
columbus,146,87,Columbus,8.05,Columbus,12.844387401271304,1,2.73,3.7,48.2,0
columbus,147,87,Columbus,9.933333333333334,Columbus,12.844387401271304,1,12.13,3.8,125.2,0
columbus,148,87,Columbus,10.225,Columbus,12.844387401271304,1,11.71,3.9,91.4,0
columbus,149,87,Columbus,11.35,Columbus,12.844387401271304,1,20.94,2.7,58.5,0
columbus,150,87,Columbus,7.9,Columbus,12.844387401271304,1,22.9,3.2,51.1,0
columbus,151,87,Columbus,11.366666666666667,Columbus,12.844387401271304,1,26.94,2.8,64.4,0
columbus,152,87,Columbus,9.071428571428571,Columbus,12.844387401271304,1,24.1,2.4,45.8,0
columbus,153,87,Columbus,8.275,Columbus,12.844387401271304,1,18.75,2.4,100.9,0
columbus,154,87,Columbus,6.9,Columbus,12.844387401271304,1,12.26,4,103.3,0
columbus,155,87,Columbus,8.06,Columbus,12.844387401271304,1,5.61,2.6,16.8,0
columbus,156,87,Columbus,8.14,Columbus,12.844387401271304,1,4.14,3.6,145,0
columbus,157,87,Columbus,12.466666666666667,Columbus,12.844387401271304,1,0.04,4.2,57.3,0
columbus,158,87,Columbus,13.933333333333334,Columbus,12.844387401271304,1,-0.48,4.3,46.4,0
columbus,159,87,Columbus,8.32,Columbus,12.844387401271304,1,2.94,4.1,79.4,0
columbus,160,87,Columbus,7.8,Columbus,12.844387401271304,1,12.19,4.2,93.1,0
columbus,161,87,Columbus,8.2,Columbus,12.844387401271304,1,18.92,3.8,41.1,0
columbus,162,87,Columbus,10.5,Columbus,12.844387401271304,1,22.49,3.2,113.4,0
columbus,163,87,Columbus,9.475,Columbus,12.844387401271304,1,23.88,2.7,174.6,0
columbus,164,87,Columbus,9.7,Columbus,12.844387401271304,1,23.2,2.2,72.3,0
columbus,165,87,Columbus,13.620000000000001,Columbus,12.844387401271304,1,19.81,2.4,64.1,0
columbus,166,87,Columbus,12.216666666666667,Columbus,12.844387401271304,1,13.58,2.5,150.2,0
columbus,167,87,Columbus,6.466666666666667,Columbus,12.844387401271304,1,5.15,3.9,55.4,0
columbus,168,87,Columbus,6.35,Columbus,12.844387401271304,1,1.53,3.8,109.2,0
columbus,169,87,Columbus,10.18,Columbus,12.844387401271304,1,-5.05,4.4,61.1,0
columbus,170,87,Columbus,16.2,Columbus,12.844387401271304,1,-3.32,3.7,60.8,0
columbus,171,87,Columbus,13.35,Columbus,12.844387401271304,1,3.22,4.3,65.8,0
columbus,172,87,Columbus,6.975,Columbus,12.844387401271304,1,12.78,4.1,138.9,0
columbus,173,87,Columbus,7.016666666666667,Columbus,12.844387401271304,1,18.8,3.1,101.5,0
columbus,174,87,Columbus,10.38,Columbus,12.844387401271304,1,23.55,2.9,134.4,0
columbus,175,87,Columbus,11.599074111111111,Columbus,12.844387401271304,1,22.71,2.8,88.2,0
columbus,176,87,Columbus,13.8578125,Columbus,12.844387401271304,1,24.08,2.4,124.5,0
columbus,177,87,Columbus,10.642129666666667,Columbus,12.844387401271304,1,19.77,2.5,16.5,0
columbus,178,87,Columbus,7.749074111111111,Columbus,12.844387401271304,1,12.45,3.3,70.6,0
columbus,179,87,Columbus,9.7283333,Columbus,12.844387401271304,1,3.29,4.3,37.3,0
columbus,180,87,Columbus,8.441666666666666,Columbus,12.844387401271304,1,2.24,3.5,68.7,0
columbus,181,87,Columbus,11.464814777777777,Columbus,12.844387401271304,1,-3.29,3.8,73.1,0
columbus,182,87,Columbus,10.989351888888889,Columbus,12.844387401271304,1,-6.97,4,43.2,0
columbus,183,87,Columbus,11.376515181818181,Columbus,12.844387401271304,1,3.29,3.5,99.6,0
columbus,184,87,Columbus,7.343013555555555,Columbus,12.844387401271304,1,11.8,3.9,103.9,0
columbus,185,87,Columbus,8.839236083333333,Columbus,12.844387401271304,1,19.34,3,90.5,0
columbus,186,87,Columbus,9.220119,Columbus,12.844387401271304,1,21.9,3.2,171,0
columbus,187,87,Columbus,9.451809777777777,Columbus,12.844387401271304,1,22.87,2.4,137.6,0
columbus,188,87,Columbus,11.232986083333333,Columbus,12.844387401271304,1,22.12,2.2,91.2,0
columbus,189,87,Columbus,10.015874727272728,Columbus,12.844387401271304,1,20.88,2.4,81.5,0
columbus,190,87,Columbus,8.046635714285713,Columbus,12.844387401271304,1,13.09,3.3,68.1,0
columbus,191,87,Columbus,7.433465090909091,Columbus,12.844387401271304,1,9.23,3.2,60.1,0
columbus,192,87,Columbus,5.8090909090909095,Columbus,12.844387401271304,1,7.04,3.4,123.9,0
columbus,193,87,Columbus,8.194146,Columbus,12.844387401271304,1,-1.95,4,28.6,0
columbus,194,87,Columbus,9.4370833,Columbus,12.844387401271304,1,1.24,4.2,83.5,0
columbus,195,87,Columbus,7.319583333333333,Columbus,12.844387401271304,1,9.17,4,108.5,0
columbus,196,87,Columbus,8.40989575,Columbus,12.844387401271304,1,10.79,4,58.8,0
columbus,197,87,Columbus,7.539267636363636,Columbus,12.844387401271304,1,15.71,3,69.7,0
columbus,198,87,Columbus,8.973469428571429,Columbus,12.844387401271304,1,22.91,3.2,132.7,0
columbus,199,87,Columbus,9.633333333333333,Columbus,12.844387401271304,1,24.79,2.7,63.4,0
columbus,200,87,Columbus,8.320454545454545,Columbus,12.844387401271304,1,25.32,2.7,148,0
columbus,201,87,Columbus,8.974537,Columbus,12.844387401271304,1,21.34,2.5,118.9,0
columbus,202,87,Columbus,6.7995076,Columbus,12.844387401271304,1,15.1,3.4,44.1,0
columbus,203,87,Columbus,9.71987176923077,Columbus,12.844387401271304,1,8.34,3,26.1,0
columbus,204,87,Columbus,8.542916700000001,Columbus,12.844387401271304,1,0.29,4.1,78.8,0
indianapolis,1,97,Indianapolis,20.2,Indianapolis,15.901460317460318,0,-2.29,5.1,52.7,0
indianapolis,2,97,Indianapolis,28.9,Indianapolis,15.901460317460318,0,3.74,4.8,72.8,0
indianapolis,3,97,Indianapolis,11.8,Indianapolis,15.901460317460318,0,8.33,4.8,41.6,0
indianapolis,4,97,Indianapolis,18.65,Indianapolis,15.901460317460318,0,10.78,4.5,96.5,0
indianapolis,5,97,Indianapolis,13.850000000000001,Indianapolis,15.901460317460318,0,18.29,4.5,127.1,0
indianapolis,6,97,Indianapolis,13.399999999999999,Indianapolis,15.901460317460318,0,21.66,4.1,115.6,0
indianapolis,7,97,Indianapolis,10.600000000000001,Indianapolis,15.901460317460318,0,22.79,3.3,75.1,0
indianapolis,8,97,Indianapolis,18.333333333333332,Indianapolis,15.901460317460318,0,23.12,3.6,108.1,0
indianapolis,9,97,Indianapolis,13.5,Indianapolis,15.901460317460318,0,18.43,3.5,122.4,0
indianapolis,10,97,Indianapolis,11.55,Indianapolis,15.901460317460318,0,14.29,3.4,78.2,0
indianapolis,11,97,Indianapolis,23.533333333333335,Indianapolis,15.901460317460318,0,4.78,4.9,67.8,0
indianapolis,12,97,Indianapolis,19.2,Indianapolis,15.901460317460318,0,-6.82,4.7,70.2,0
indianapolis,13,97,Indianapolis,20.049999999999997,Indianapolis,15.901460317460318,0,-2.25,4.3,18.9,0
indianapolis,14,97,Indianapolis,9.25,Indianapolis,15.901460317460318,0,1.43,5,49.6,0
indianapolis,15,97,Indianapolis,22.1,Indianapolis,15.901460317460318,0,3.58,4.7,16.4,0
indianapolis,16,97,Indianapolis,13.133333333333333,Indianapolis,15.901460317460318,0,14.72,5.6,46.2,0
indianapolis,17,97,Indianapolis,15.5,Indianapolis,15.901460317460318,0,18.01,4.3,104.1,0
indianapolis,18,97,Indianapolis,15.05,Indianapolis,15.901460317460318,0,21.21,3.5,113.4,0
indianapolis,19,97,Indianapolis,14.3,Indianapolis,15.901460317460318,0,23.53,3.3,211.8,0
indianapolis,20,97,Indianapolis,9.433333333333334,Indianapolis,15.901460317460318,0,24.11,3.4,62.7,0
indianapolis,21,97,Indianapolis,16.9,Indianapolis,15.901460317460318,0,18.37,3.9,118.4,0
indianapolis,22,97,Indianapolis,11.4,Indianapolis,15.901460317460318,0,12.4,4.9,178.2,0
indianapolis,23,97,Indianapolis,27.900000000000002,Indianapolis,15.901460317460318,0,9.71,4.3,68.3,0
indianapolis,24,97,Indianapolis,10.666666666666668,Indianapolis,15.901460317460318,0,3.41,4.5,76.4,0
indianapolis,25,97,Indianapolis,13.25,Indianapolis,15.901460317460318,0,1.72,4.6,62.9,0
indianapolis,26,97,Indianapolis,10.566666666666666,Indianapolis,15.901460317460318,0,1.98,5.3,42.4,0
indianapolis,27,97,Indianapolis,15,Indianapolis,15.901460317460318,0,4.49,5.3,107.2,0
indianapolis,28,97,Indianapolis,16.8,Indianapolis,15.901460317460318,0,12.65,4.8,138.9,0
indianapolis,29,97,Indianapolis,15.5,Indianapolis,15.901460317460318,0,15.37,4.4,189.5,0
indianapolis,30,97,Indianapolis,48.7,Indianapolis,15.901460317460318,0,23.2,3.5,79.1,0
indianapolis,31,97,Indianapolis,19.45,Indianapolis,15.901460317460318,0,25.7,3.3,41.9,0
indianapolis,32,97,Indianapolis,11.65,Indianapolis,15.901460317460318,0,25.21,3.9,36.3,0
indianapolis,33,97,Indianapolis,26,Indianapolis,15.901460317460318,0,21.8,3.2,94,0
indianapolis,34,97,Indianapolis,11,Indianapolis,15.901460317460318,0,11.81,3.9,67.2,0
indianapolis,35,97,Indianapolis,12.566666666666666,Indianapolis,15.901460317460318,0,4.63,4.9,73.5,0
indianapolis,36,97,Indianapolis,13.7,Indianapolis,15.901460317460318,0,0.56,5.1,76.7,0
indianapolis,37,97,Indianapolis,17.53333333333333,Indianapolis,15.901460317460318,0,-5.75,4.8,32.4,0
indianapolis,38,97,Indianapolis,18.7,Indianapolis,15.901460317460318,0,-3.66,4.8,87.8,0
indianapolis,39,97,Indianapolis,13.55,Indianapolis,15.901460317460318,0,6.27,4.3,94.5,0
indianapolis,40,97,Indianapolis,14.45,Indianapolis,15.901460317460318,0,12.58,5.2,64.7,0
indianapolis,41,97,Indianapolis,10.5,Indianapolis,15.901460317460318,0,16.14,4.6,162.4,0
indianapolis,42,97,Indianapolis,9.4,Indianapolis,15.901460317460318,0,20.13,3.1,60,0
indianapolis,43,97,Indianapolis,25.233333333333334,Indianapolis,15.901460317460318,0,23.36,3.1,203.4,0
indianapolis,44,97,Indianapolis,24.950000000000003,Indianapolis,15.901460317460318,0,23.81,2.4,117.9,0
indianapolis,45,97,Indianapolis,14.25,Indianapolis,15.901460317460318,0,18.09,3.1,263.5,0
indianapolis,46,97,Indianapolis,16.15,Indianapolis,15.901460317460318,0,12.46,3.6,68.1,0
indianapolis,47,97,Indianapolis,13.733333333333333,Indianapolis,15.901460317460318,0,8.46,4.9,92.5,0
indianapolis,48,97,Indianapolis,12.450000000000001,Indianapolis,15.901460317460318,0,1.31,4.7,88.4,0
indianapolis,49,97,Indianapolis,11.633333333333333,Indianapolis,15.901460317460318,0,-3.8,5,118.3,0
indianapolis,50,97,Indianapolis,16.6,Indianapolis,15.901460317460318,0,0.05,4.9,19.6,0
indianapolis,51,97,Indianapolis,5.3,Indianapolis,15.901460317460318,0,7.44,5.1,110,0
indianapolis,52,97,Indianapolis,17.5,Indianapolis,15.901460317460318,0,12.75,5.6,39,0
indianapolis,53,97,Indianapolis,11.133333333333333,Indianapolis,15.901460317460318,0,19.4,4.7,217.2,0
indianapolis,54,97,Indianapolis,11.5,Indianapolis,15.901460317460318,0,21.63,3.7,112.8,0
indianapolis,55,97,Indianapolis,31.5,Indianapolis,15.901460317460318,0,22.81,3.8,196.1,0
indianapolis,56,97,Indianapolis,16.833333333333332,Indianapolis,15.901460317460318,0,20.97,3.4,120,0
indianapolis,57,97,Indianapolis,17.4,Indianapolis,15.901460317460318,0,20.57,3.5,19.1,0
indianapolis,58,97,Indianapolis,18.3,Indianapolis,15.901460317460318,0,13.28,4.1,109.5,0
indianapolis,59,97,Indianapolis,15.2,Indianapolis,15.901460317460318,0,8.22,4.4,130.4,0
indianapolis,60,97,Indianapolis,10.600000000000001,Indianapolis,15.901460317460318,0,-0.12,5,49.6,0
indianapolis,61,97,Indianapolis,10.4,Indianapolis,15.901460317460318,0,-0.74,4.5,238.5,0
indianapolis,62,97,Indianapolis,14.4,Indianapolis,15.901460317460318,0,2.37,4.4,65.8,0
indianapolis,63,97,Indianapolis,12.299999999999999,Indianapolis,15.901460317460318,0,3.47,5,29,0
indianapolis,64,97,Indianapolis,18.1,Indianapolis,15.901460317460318,0,12.79,5,119,0
indianapolis,65,97,Indianapolis,9.233333333333333,Indianapolis,15.901460317460318,0,15.63,4,63.8,0
indianapolis,66,97,Indianapolis,19.15,Indianapolis,15.901460317460318,0,23.76,3.9,91.2,0
indianapolis,67,97,Indianapolis,21.5,Indianapolis,15.901460317460318,0,24.68,3.6,75.8,0
indianapolis,68,97,Indianapolis,26.599999999999998,Indianapolis,15.901460317460318,0,24.78,3.3,106.8,0
indianapolis,69,97,Indianapolis,33.75,Indianapolis,15.901460317460318,0,21.38,3.2,118.6,0
indianapolis,70,97,Indianapolis,20.200000000000003,Indianapolis,15.901460317460318,0,13.51,3.5,41.7,0
indianapolis,71,97,Indianapolis,8.4,Indianapolis,15.901460317460318,0,6.93,5.4,92.6,0
indianapolis,72,97,Indianapolis,20,Indianapolis,15.901460317460318,0,-2.71,4.3,68.3,0
indianapolis,73,97,Indianapolis,15.6,Indianapolis,15.901460317460318,0,4.3,5.5,83.9,0
indianapolis,74,97,Indianapolis,9.05,Indianapolis,15.901460317460318,0,0.17,4.9,48.1,0
indianapolis,75,97,Indianapolis,11.5,Indianapolis,15.901460317460318,0,5.37,5,172.6,0
indianapolis,76,97,Indianapolis,10.75,Indianapolis,15.901460317460318,0,13.94,4.8,92.2,0
indianapolis,77,97,Indianapolis,10.75,Indianapolis,15.901460317460318,0,16.26,3.9,110.3,0
indianapolis,78,97,Indianapolis,10.35,Indianapolis,15.901460317460318,0,21.34,3.4,143.1,0
indianapolis,79,97,Indianapolis,21.2,Indianapolis,15.901460317460318,0,24.8,3.6,101.2,0
indianapolis,80,97,Indianapolis,20.633333333333333,Indianapolis,15.901460317460318,0,23.9,3.4,76.3,0
indianapolis,81,97,Indianapolis,24.9,Indianapolis,15.901460317460318,0,17.84,3.8,89.5,0
indianapolis,82,97,Indianapolis,10.566666666666666,Indianapolis,15.901460317460318,0,11.09,4.6,138.5,0
indianapolis,83,97,Indianapolis,17.35,Indianapolis,15.901460317460318,0,7.48,3.8,108,0
indianapolis,84,97,Indianapolis,11.6,Indianapolis,15.901460317460318,0,3.74,4.9,133.2,0
indianapolis,85,97,Indianapolis,17.6,Indianapolis,15.901460317460318,0,0.29,5.2,112.2,0
indianapolis,86,97,Indianapolis,8.466666666666667,Indianapolis,15.901460317460318,0,-6.83,4.9,70.6,0
indianapolis,87,97,Indianapolis,11.7,Indianapolis,15.901460317460318,0,9.43,5.1,124.7,0
indianapolis,88,97,Indianapolis,9.05,Indianapolis,15.901460317460318,0,10.45,5.3,84,0
indianapolis,89,97,Indianapolis,15.049999999999999,Indianapolis,15.901460317460318,0,20.05,3.8,50.2,0
indianapolis,90,97,Indianapolis,24.22,Indianapolis,15.901460317460318,0,23.46,3.6,56.3,0
indianapolis,91,97,Indianapolis,24.133333333333333,Indianapolis,15.901460317460318,0,23.49,3.5,48.3,0
indianapolis,92,97,Indianapolis,15.133333333333333,Indianapolis,15.901460317460318,0,26.62,3.3,87.2,0
indianapolis,93,97,Indianapolis,21.633333333333333,Indianapolis,15.901460317460318,0,22.03,3,40.5,0
indianapolis,94,97,Indianapolis,15.6,Indianapolis,15.901460317460318,0,16.7,3.9,71.3,0
indianapolis,95,97,Indianapolis,15.7,Indianapolis,15.901460317460318,0,6.33,4.2,47.1,0
indianapolis,96,97,Indianapolis,13.3,Indianapolis,15.901460317460318,1,1.16,4.3,141.1,0
indianapolis,97,97,Indianapolis,20.4,Indianapolis,15.901460317460318,1,-1.86,5.4,54.5,0
indianapolis,98,97,Indianapolis,15.901460317460318,Indianapolis,15.901460317460318,1,-1.22,5.1,110.3,0
indianapolis,99,97,Indianapolis,10,Indianapolis,15.901460317460318,1,4.66,4.7,190.3,0
indianapolis,100,97,Indianapolis,9.8,Indianapolis,15.901460317460318,1,12.11,4.7,39.2,0
indianapolis,101,97,Indianapolis,15.901460317460318,Indianapolis,15.901460317460318,1,15.41,4.6,140.8,0
indianapolis,102,97,Indianapolis,6.5,Indianapolis,15.901460317460318,1,22.86,4.2,203.1,0
indianapolis,103,97,Indianapolis,16.7,Indianapolis,15.901460317460318,1,23.87,3.4,167.1,0
indianapolis,104,97,Indianapolis,15.901460317460318,Indianapolis,15.901460317460318,1,23.25,3.2,46.5,0
indianapolis,105,97,Indianapolis,10.2,Indianapolis,15.901460317460318,1,21.16,3.1,51.8,0
indianapolis,106,97,Indianapolis,3,Indianapolis,15.901460317460318,1,13.34,3.9,50.2,0
indianapolis,107,97,Indianapolis,15.901460317460318,Indianapolis,15.901460317460318,1,5.36,4.2,50.1,0
indianapolis,108,97,Indianapolis,11.3,Indianapolis,15.901460317460318,1,-0.72,5.5,141.8,0
indianapolis,109,97,Indianapolis,24.1,Indianapolis,15.901460317460318,1,-5.01,4.7,43.8,0
indianapolis,110,97,Indianapolis,15.901460317460318,Indianapolis,15.901460317460318,1,1.05,5.4,68.4,0
indianapolis,111,97,Indianapolis,15.901460317460318,Indianapolis,15.901460317460318,1,8.46,5,57.9,0
indianapolis,112,97,Indianapolis,15.901460317460318,Indianapolis,15.901460317460318,1,12.14,5.2,183.4,0
indianapolis,113,97,Indianapolis,15.901460317460318,Indianapolis,15.901460317460318,1,17.55,3.4,169.9,0
indianapolis,114,97,Indianapolis,15.901460317460318,Indianapolis,15.901460317460318,1,23,3.5,167.8,0
indianapolis,115,97,Indianapolis,15.901460317460318,Indianapolis,15.901460317460318,1,21.64,3.2,116.9,0
indianapolis,116,97,Indianapolis,15.901460317460318,Indianapolis,15.901460317460318,1,22.78,3.4,125.5,0
indianapolis,117,97,Indianapolis,15.901460317460318,Indianapolis,15.901460317460318,1,20.25,3.5,47.2,0
indianapolis,118,97,Indianapolis,15.901460317460318,Indianapolis,15.901460317460318,1,10.87,4.1,142.2,0
indianapolis,119,97,Indianapolis,15.901460317460318,Indianapolis,15.901460317460318,1,8.55,3.7,29.5,0
indianapolis,120,97,Indianapolis,15.901460317460318,Indianapolis,15.901460317460318,1,-0.52,4.7,83.9,0
indianapolis,121,97,Indianapolis,15.901460317460318,Indianapolis,15.901460317460318,1,-4.11,4.5,31.1,0
indianapolis,122,97,Indianapolis,15.901460317460318,Indianapolis,15.901460317460318,1,-3.33,4.3,24.8,0
indianapolis,123,97,Indianapolis,15.901460317460318,Indianapolis,15.901460317460318,1,7.69,3.8,78.6,0
indianapolis,124,97,Indianapolis,15.901460317460318,Indianapolis,15.901460317460318,1,15.34,4.4,75.5,0
indianapolis,125,97,Indianapolis,15.901460317460318,Indianapolis,15.901460317460318,1,18.9,4,112.7,0
indianapolis,126,97,Indianapolis,15.901460317460318,Indianapolis,15.901460317460318,1,24.42,3.7,247.3,0
indianapolis,127,97,Indianapolis,15.901460317460318,Indianapolis,15.901460317460318,1,25.95,3.2,72.8,0
indianapolis,128,97,Indianapolis,15.901460317460318,Indianapolis,15.901460317460318,1,26.41,2.9,9.4,0
indianapolis,129,97,Indianapolis,15.901460317460318,Indianapolis,15.901460317460318,1,21.36,4,14.3,0
indianapolis,130,97,Indianapolis,15.901460317460318,Indianapolis,15.901460317460318,1,14.51,4,33.6,0
indianapolis,131,97,Indianapolis,15.901460317460318,Indianapolis,15.901460317460318,1,7.08,4.2,113.2,0
indianapolis,132,97,Indianapolis,15.901460317460318,Indianapolis,15.901460317460318,1,-3.65,4.3,47.6,0
indianapolis,133,97,Indianapolis,15.901460317460318,Indianapolis,15.901460317460318,1,-4.53,4.2,56,0
indianapolis,134,97,Indianapolis,15.901460317460318,Indianapolis,15.901460317460318,1,0.79,4.8,133.4,0
indianapolis,135,97,Indianapolis,15.901460317460318,Indianapolis,15.901460317460318,1,6.47,4.9,94.8,0
indianapolis,136,97,Indianapolis,15.901460317460318,Indianapolis,15.901460317460318,1,13.21,5.5,202.6,0
indianapolis,137,97,Indianapolis,15.901460317460318,Indianapolis,15.901460317460318,1,17.67,4,126.2,0
indianapolis,138,97,Indianapolis,15.901460317460318,Indianapolis,15.901460317460318,1,23.15,3.8,146.4,0
indianapolis,139,97,Indianapolis,15.901460317460318,Indianapolis,15.901460317460318,1,27.8,3,12,0
indianapolis,140,97,Indianapolis,15.901460317460318,Indianapolis,15.901460317460318,1,24.96,3.2,28.2,0
indianapolis,141,97,Indianapolis,15.901460317460318,Indianapolis,15.901460317460318,1,18.87,4.1,136.4,0
indianapolis,142,97,Indianapolis,15.901460317460318,Indianapolis,15.901460317460318,1,13.16,3.7,71.7,0
indianapolis,143,97,Indianapolis,15.901460317460318,Indianapolis,15.901460317460318,1,9.29,5.2,123.7,0
indianapolis,144,97,Indianapolis,15.901460317460318,Indianapolis,15.901460317460318,1,3.23,4,129.6,0
indianapolis,145,97,Indianapolis,15.901460317460318,Indianapolis,15.901460317460318,1,0.95,5.2,88.4,0
indianapolis,146,97,Indianapolis,15.901460317460318,Indianapolis,15.901460317460318,1,2.93,4.5,35,0
indianapolis,147,97,Indianapolis,15.901460317460318,Indianapolis,15.901460317460318,1,13.65,4.7,105.3,0
indianapolis,148,97,Indianapolis,15.901460317460318,Indianapolis,15.901460317460318,1,12.49,4.6,85.5,0
indianapolis,149,97,Indianapolis,15.901460317460318,Indianapolis,15.901460317460318,1,20.43,3.5,68.6,0
indianapolis,150,97,Indianapolis,15.901460317460318,Indianapolis,15.901460317460318,1,23.66,4,2.3,0
indianapolis,151,97,Indianapolis,15.901460317460318,Indianapolis,15.901460317460318,1,28.87,3.5,21.1,0
indianapolis,152,97,Indianapolis,15.901460317460318,Indianapolis,15.901460317460318,1,23.81,2.9,165.3,0
indianapolis,153,97,Indianapolis,15.901460317460318,Indianapolis,15.901460317460318,1,18.44,3,196.4,0
indianapolis,154,97,Indianapolis,15.901460317460318,Indianapolis,15.901460317460318,1,11.51,4.8,98.6,0
indianapolis,155,97,Indianapolis,15.901460317460318,Indianapolis,15.901460317460318,1,5.24,3.1,33.9,0
indianapolis,156,97,Indianapolis,15.901460317460318,Indianapolis,15.901460317460318,1,3.54,4.5,65.8,0
indianapolis,157,97,Indianapolis,15.901460317460318,Indianapolis,15.901460317460318,1,-1.17,4.7,140,0
indianapolis,158,97,Indianapolis,15.901460317460318,Indianapolis,15.901460317460318,1,-0.6,5,57.7,0
indianapolis,159,97,Indianapolis,15.901460317460318,Indianapolis,15.901460317460318,1,1.96,4.7,49.8,0
indianapolis,160,97,Indianapolis,15.901460317460318,Indianapolis,15.901460317460318,1,11.41,4.8,218.3,0
indianapolis,161,97,Indianapolis,15.901460317460318,Indianapolis,15.901460317460318,1,18.53,4.3,88.9,0
indianapolis,162,97,Indianapolis,15.901460317460318,Indianapolis,15.901460317460318,1,22.2,3.8,92.9,0
indianapolis,163,97,Indianapolis,15.901460317460318,Indianapolis,15.901460317460318,1,23.28,3.3,83.7,0
indianapolis,164,97,Indianapolis,15.901460317460318,Indianapolis,15.901460317460318,1,23.84,3,29.1,0
indianapolis,165,97,Indianapolis,15.901460317460318,Indianapolis,15.901460317460318,1,20.83,3.3,72.6,0
indianapolis,166,97,Indianapolis,15.901460317460318,Indianapolis,15.901460317460318,1,12.58,3.4,138.8,0
indianapolis,167,97,Indianapolis,15.901460317460318,Indianapolis,15.901460317460318,1,4.03,4.6,82,0
indianapolis,168,97,Indianapolis,15.901460317460318,Indianapolis,15.901460317460318,1,-1.1,4.5,112.8,0
indianapolis,169,97,Indianapolis,15.901460317460318,Indianapolis,15.901460317460318,1,-6.54,5.4,59.6,0
indianapolis,170,97,Indianapolis,15.901460317460318,Indianapolis,15.901460317460318,1,-5.29,4.4,62.3,0
indianapolis,171,97,Indianapolis,15.901460317460318,Indianapolis,15.901460317460318,1,2.12,5.2,60.6,0
indianapolis,172,97,Indianapolis,15.901460317460318,Indianapolis,15.901460317460318,1,11.66,5.1,137,0
indianapolis,173,97,Indianapolis,15.901460317460318,Indianapolis,15.901460317460318,1,17.27,4.4,123.7,0
indianapolis,174,97,Indianapolis,15.901460317460318,Indianapolis,15.901460317460318,1,22.58,4,179.1,0
indianapolis,175,97,Indianapolis,15.901460317460318,Indianapolis,15.901460317460318,1,21.16,3.6,78.7,0
indianapolis,176,97,Indianapolis,15.901460317460318,Indianapolis,15.901460317460318,1,23.24,3.1,75.1,0
indianapolis,177,97,Indianapolis,15.901460317460318,Indianapolis,15.901460317460318,1,18.56,3.3,64.3,0
indianapolis,178,97,Indianapolis,15.901460317460318,Indianapolis,15.901460317460318,1,12.32,4.4,80.7,0
indianapolis,179,97,Indianapolis,15.901460317460318,Indianapolis,15.901460317460318,1,2.2,5.2,71.1,0
indianapolis,180,97,Indianapolis,15.901460317460318,Indianapolis,15.901460317460318,1,0.77,4.1,64.9,0
indianapolis,181,97,Indianapolis,15.901460317460318,Indianapolis,15.901460317460318,1,-3.68,4.5,46.1,0
indianapolis,182,97,Indianapolis,15.901460317460318,Indianapolis,15.901460317460318,1,-6.47,4.9,34.2,0
indianapolis,183,97,Indianapolis,15.901460317460318,Indianapolis,15.901460317460318,1,4.05,4.4,89.8,0
indianapolis,184,97,Indianapolis,15.901460317460318,Indianapolis,15.901460317460318,1,12.48,4.8,101.5,0
indianapolis,185,97,Indianapolis,15.901460317460318,Indianapolis,15.901460317460318,1,19.34,4.4,62.3,0
indianapolis,186,97,Indianapolis,15.901460317460318,Indianapolis,15.901460317460318,1,22.54,4.1,212.4,0
indianapolis,187,97,Indianapolis,15.901460317460318,Indianapolis,15.901460317460318,1,23.68,3.4,333.8,0
indianapolis,188,97,Indianapolis,15.901460317460318,Indianapolis,15.901460317460318,1,22.69,3.3,39.4,0
indianapolis,189,97,Indianapolis,15.901460317460318,Indianapolis,15.901460317460318,1,21.4,3.5,43.3,0
indianapolis,190,97,Indianapolis,15.901460317460318,Indianapolis,15.901460317460318,1,13.87,4.6,46.3,0
indianapolis,191,97,Indianapolis,15.901460317460318,Indianapolis,15.901460317460318,1,8.9,4.6,72.7,0
indianapolis,192,97,Indianapolis,15.901460317460318,Indianapolis,15.901460317460318,1,5.92,4.7,142,0
indianapolis,193,97,Indianapolis,15.901460317460318,Indianapolis,15.901460317460318,1,-1.64,5.1,37.3,0
indianapolis,194,97,Indianapolis,15.901460317460318,Indianapolis,15.901460317460318,1,1.58,5.3,57.2,0
indianapolis,195,97,Indianapolis,15.901460317460318,Indianapolis,15.901460317460318,1,9.58,4.9,106.8,0
indianapolis,196,97,Indianapolis,15.901460317460318,Indianapolis,15.901460317460318,1,12.05,4.8,148.9,0
indianapolis,197,97,Indianapolis,15.901460317460318,Indianapolis,15.901460317460318,1,16.85,4,94.8,0
indianapolis,198,97,Indianapolis,15.901460317460318,Indianapolis,15.901460317460318,1,23.6,4,115,0
indianapolis,199,97,Indianapolis,15.901460317460318,Indianapolis,15.901460317460318,1,24.73,3.3,143.9,0
indianapolis,200,97,Indianapolis,15.901460317460318,Indianapolis,15.901460317460318,1,25.65,3.1,186,0
